time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-02-06T05:10:27.851Z,52.8805,-163.8651,69.9,2.4,ml,,,,0.59,ak,ak0221p9x924,2022-02-06T21:29:16.680Z,"188 km SE of Akutan, Alaska",earthquake,,11,,,reviewed,ak,ak
2022-02-06T05:06:58.034Z,60.9512,-151.9186,85,1.6,ml,,,,0.72,ak,ak0221p9wf2k,2022-02-06T05:15:25.637Z,"44 km WSW of Tyonek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-02-06T05:00:40.930Z,38.7858315,-122.7318344,0.58,1.4,md,20,84,0.004618,0.06,nc,nc73689151,2022-02-07T00:46:32.206Z,"2km ENE of The Geysers, CA",earthquake,0.25,0.39,0.18,7,automatic,nc,nc
2022-02-06T04:59:11.190Z,38.7916679,-122.7276688,0.54,1.21,md,12,97,0.011,0.05,nc,nc73689146,2022-02-06T08:43:16.320Z,"3km ENE of The Geysers, CA",earthquake,0.26,0.55,0.14,3,automatic,nc,nc
2022-02-06T04:57:41.010Z,38.7949982,-122.7529984,0.25,0.96,md,14,90,0.007687,0.03,nc,nc73689141,2022-02-06T04:59:17.494Z,"2km N of The Geysers, CA",earthquake,0.23,0.44,0.1,4,automatic,nc,nc
2022-02-06T04:57:04.990Z,38.7985001,-122.7471695,-0.27,1.35,md,14,137,0.01003,0.03,nc,nc73689131,2022-02-06T07:50:18.036Z,"2km NNE of The Geysers, CA",earthquake,0.28,0.49,0.09,5,automatic,nc,nc
2022-02-06T04:56:50.310Z,38.7911682,-122.7480011,0.4,0.8,md,10,154,0.01185,0.04,nc,nc73689121,2022-02-06T05:46:13.561Z,"2km NNE of The Geysers, CA",earthquake,0.29,0.6,0.14,3,automatic,nc,nc
2022-02-06T04:56:29.850Z,38.7883339,-122.7383347,1.47,1.31,md,21,99,0.005243,0.04,nc,nc73689116,2022-02-06T07:09:18.791Z,"2km NE of The Geysers, CA",earthquake,0.24,0.41,0.09,6,automatic,nc,nc
2022-02-06T04:56:21.080Z,38.7849998,-122.7294998,1.34,1.29,md,11,146,0.005915,0.04,nc,nc73689111,2022-02-06T07:00:10.734Z,"2km ENE of The Geysers, CA",earthquake,0.37,0.48,,3,automatic,nc,nc
2022-02-06T04:55:17.850Z,38.7876667,-122.7435,1,3.31,ml,89,40,0.006899,0.06,nc,nc73689126,2022-02-07T22:44:10.108Z,"2km NE of The Geysers, CA",earthquake,0.09,0.16,0.206,115,reviewed,nc,nc
2022-02-06T04:46:20.100Z,46.0381667,-111.9933333,17.18,0.67,ml,4,257,0.216,0.02,mb,mb80537919,2022-02-07T23:21:52.550Z,"20 km N of Cardwell, Montana",earthquake,1.79,0.98,,0,reviewed,mb,mb
2022-02-06T04:40:39.077Z,52.3243,-131.0596,13.6,1.1,ml,,,,1.1,ak,ak0221p9iw9d,2022-02-06T04:46:52.356Z,"226 km SSW of Prince Rupert, Canada",earthquake,,103.8,,,automatic,ak,ak
2022-02-06T04:35:00.390Z,38.8308334,-122.819664,1.55,0.86,md,16,59,0.01055,0.02,nc,nc73689096,2022-02-06T05:50:12.335Z,"8km NW of The Geysers, CA",earthquake,0.29,0.47,0.01,2,automatic,nc,nc
2022-02-06T04:34:31.640Z,17.9563333333333,-66.9093333333333,12.72,2.15,md,14,192,,0.16,pr,pr71333048,2022-02-06T05:44:42.710Z,"Puerto Rico region",earthquake,0.55,0.36,0.0516309506582813,7,reviewed,pr,pr
2022-02-06T04:34:22.810Z,35.9755,-117.677,3.25,0,ml,5,158,0.035,0.07,ci,ci40178144,2022-02-07T21:44:39.861Z,"21km ENE of Little Lake, CA",earthquake,0.4,0.5,0.085,2,reviewed,ci,ci
2022-02-06T04:33:53.250Z,37.7808333,-122.5816667,8.54,1.22,md,26,98,0.08577,0.07,nc,nc73689101,2022-02-07T10:33:13.703Z,"9km NW of San Francisco Zoo, CA",earthquake,0.29,0.49,0.174,17,reviewed,nc,nc
2022-02-06T04:30:50.453Z,61.5716,-141.1872,0,2,ml,,,,0.77,ak,ak0221p9g42d,2022-02-06T04:36:11.189Z,"93 km E of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-06T04:26:49.910Z,35.0295,-119.084,10.35,1.23,ml,25,67,0.02903,0.26,ci,ci40178128,2022-02-07T18:55:56.564Z,"17km NW of Grapevine, CA",earthquake,0.43,0.57,0.134,19,reviewed,ci,ci
2022-02-06T04:15:32.034Z,35.4945,139.6386,67.57,4.4,mb,,143,1.445,0.66,us,us7000gidc,2022-02-07T23:15:44.608Z,"6 km N of Yokohama, Japan",earthquake,7,10,0.178,9,reviewed,us,us
2022-02-06T04:12:41.400Z,33.8233333,-116.7598333,15.61,1.96,ml,62,28,0.08519,0.17,ci,ci40178120,2022-02-06T14:30:23.920Z,"10km NNW of Idyllwild, CA",earthquake,0.18,0.45,0.16,25,reviewed,ci,ci
2022-02-06T04:09:17.977Z,58.7129,-154.1529,99.1,2.8,ml,,,,0.76,ak,ak0221p9bjgp,2022-02-06T04:39:52.040Z,"88 km SSE of Kokhanok, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-06T04:00:27.750Z,33.4796667,-116.436,13.39,1.22,ml,41,49,0.04446,0.19,ci,ci40178096,2022-02-06T14:31:32.100Z,"24km SSW of La Quinta, CA",earthquake,0.22,0.5,0.186,26,reviewed,ci,ci
2022-02-06T04:00:10.280Z,19.4806666666667,-155.6485,4.8,1,md,14,108,,0.1,hv,hv72905587,2022-02-07T19:48:28.870Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.39,0.86,0.1437708973695,5,reviewed,hv,hv
2022-02-06T03:56:49.160Z,33.4808333,-116.4283333,13.7,0.87,ml,30,58,0.1149,0.15,ci,ci40178088,2022-02-06T14:30:40.379Z,"23km SSW of La Quinta, CA",earthquake,0.28,0.56,0.169,24,reviewed,ci,ci
2022-02-06T03:56:00.667Z,60.7821,-151.7778,81.9,2.1,ml,,,,0.57,ak,ak0221p90593,2022-02-06T04:05:57.099Z,"28 km WNW of Nikiski, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-02-06T03:54:37.136Z,38.2678,-118.3738,8.9,0.4,ml,8,137.27,0.104,0.2103,nn,nn00833317,2022-02-06T03:59:25.267Z,"26 km WSW of Mina, Nevada",earthquake,,6.6,0.32,4,automatic,nn,nn
2022-02-06T03:51:21.634Z,13.8999,-92.2429,32.96,4.6,mb,,182,2.37,1.14,us,us7000gicq,2022-02-06T04:06:29.040Z,"56 km SW of Champerico, Guatemala",earthquake,9,6.4,0.033,269,reviewed,us,us
2022-02-06T03:50:05.160Z,19.4899997711182,-155.642501831055,0.699999988079071,1.83000004,md,33,61,,0.270000011,hv,hv72905572,2022-02-06T03:55:35.180Z,"23 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.47,1.33000004,0.469999999,11,automatic,hv,hv
2022-02-06T03:39:41.204Z,38.1882,-117.7794,7.8,1.3,ml,8,154.54,0.125,0.1121,nn,nn00833316,2022-02-06T03:43:35.988Z,"36 km SE of Mina, Nevada",earthquake,,0.8,0.23,4,automatic,nn,nn
2022-02-06T03:37:54.427Z,61.981,-152.1577,121.1,3.1,ml,,,,0.56,ak,ak0221p8w6p3,2022-02-06T07:51:45.806Z,"39 km W of Skwentna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-02-06T03:22:57.980Z,19.4776666666667,-155.6535,4.01,0.91,md,18,76,,0.12,hv,hv72905532,2022-02-08T02:33:57.730Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.3,0.67,0.004811304182328,3,reviewed,hv,hv
2022-02-06T03:18:55.360Z,38.8351669,-122.8066635,2.47,0.85,md,12,61,0.01205,0.03,nc,nc73689086,2022-02-06T05:09:14.092Z,"7km WNW of Cobb, CA",earthquake,0.36,1.1,,1,automatic,nc,nc
2022-02-06T03:16:26.468Z,38.5351,-119.3969,5.9,1.4,ml,17,78.47,0.045,0.2887,nn,nn00833313,2022-02-06T03:19:47.902Z,"7 km ENE of Walker, California",earthquake,,0.8,0.27,11,automatic,nn,nn
2022-02-06T03:09:12.660Z,36.0315,-117.5558333,1.55,0.58,ml,12,125,0.1026,0.1,ci,ci40178072,2022-02-07T17:05:59.973Z,"32km NNW of Searles Valley, CA",earthquake,0.22,0.23,0.027,3,reviewed,ci,ci
2022-02-06T03:09:01.520Z,36.038,-120.9575,7.58,1.09,md,31,65,0.05684,0.09,nc,nc73689081,2022-02-07T07:10:11.551Z,"5km WNW of San Ardo, CA",earthquake,0.17,0.35,0.316,17,reviewed,nc,nc
2022-02-06T03:01:28.629Z,36.43683333,-96.90133333,3.21,0.21,ml,25,77,0.0413918775,0.13,ok,ok2022coac,2022-02-07T16:26:17.825Z,"14 km NW of Pawnee, Oklahoma",earthquake,,0.7,0.2,5,reviewed,ok,ok
2022-02-06T03:00:35.250Z,34.1041667,-117.2998333,14.65,0.94,ml,31,77,0.1158,0.16,ci,ci40178064,2022-02-06T18:31:16.959Z,"3km SSW of San Bernardino, CA",earthquake,0.26,0.47,0.112,13,reviewed,ci,ci
2022-02-06T02:57:42.610Z,38.5275,-119.3891667,3.59,2.33,md,17,95,0.0449,0.07,nc,nc73689076,2022-02-08T06:33:17.886Z,"8km E of Walker, CA",earthquake,0.29,0.48,0.214,35,reviewed,nc,nc
2022-02-06T02:52:14.160Z,19.4863333333333,-155.6495,5.55,1.94,md,15,103,,0.11,hv,hv72905502,2022-02-07T19:36:06.570Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.38,0.71,0.0990566917903968,7,reviewed,hv,hv
2022-02-06T02:51:16.540Z,44.2811667,-115.1778333,7.45,2.2,ml,11,83,0.906,0.23,mb,mb80537769,2022-02-06T15:40:51.760Z,"20 km WNW of Stanley, Idaho",earthquake,0.67,1.72,0.206,11,reviewed,mb,mb
2022-02-06T02:48:40.480Z,19.4901666666667,-155.648666666667,5.1,1.75,md,14,99,,0.13,hv,hv72905497,2022-02-07T19:25:38.620Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.41,0.78,0.17944430168632,7,reviewed,hv,hv
2022-02-06T02:44:02.070Z,35.6096667,-120.7495,7.83,0.92,md,9,103,0.05799,0.05,nc,nc73689071,2022-02-07T23:25:11.452Z,"7km WSW of Paso Robles, CA",earthquake,0.38,0.68,0.029,4,reviewed,nc,nc
2022-02-06T02:42:09.610Z,17.8831666666667,-66.8901666666667,16.66,2.08,md,6,244,,0.1,pr,pr71333043,2022-02-06T04:23:56.310Z,"9 km S of Guánica, Puerto Rico",earthquake,0.97,0.87,0.0766558381128,6,reviewed,pr,pr
2022-02-06T02:41:47.490Z,36.034,-117.6293333,1.82,1.01,ml,18,147,0.0876,0.1,ci,ci40178048,2022-02-07T18:03:25.305Z,"27km ENE of Little Lake, CA",earthquake,0.22,0.27,0.169,13,reviewed,ci,ci
2022-02-06T02:41:18.800Z,36.002,-117.795,1.76,0.45,ml,7,86,0.02248,0.06,ci,ci37388780,2022-02-07T21:42:06.075Z,"12km NE of Little Lake, CA",earthquake,0.2,0.34,0.227,4,reviewed,ci,ci
2022-02-06T02:40:24.970Z,48.0841667,-114.068,3.92,-0.1,md,3,326,0.224,0.05,mb,mb80537869,2022-02-07T20:19:25.730Z,"2 km N of Bigfork, Montana",earthquake,3.3,7.09,,1,reviewed,mb,mb
2022-02-06T02:38:46.190Z,18.2675,-66.3086666666667,22.76,2.32,md,10,124,,0.17,pr,pr71333038,2022-02-06T04:04:02.720Z,"6 km NW of Palomas, Puerto Rico",earthquake,0.49,1.05,0.0569934289226866,6,reviewed,pr,pr
2022-02-06T02:31:22.980Z,46.240833333333335,-122.62916666666666,15.8,0.8200000000000001,ml,21,119,0.1979,0.2,uw,uw61815151,2022-02-06T23:48:02.010Z,"21 km E of Castle Rock, Washington",earthquake,0.54,1.51,0.11394603138694148,9,reviewed,uw,uw
2022-02-06T02:30:02.810Z,37.2913333,-121.667,3.53,1.05,md,13,85,0.03266,0.06,nc,nc73689066,2022-02-07T20:56:12.620Z,"15km E of Seven Trees, CA",earthquake,0.25,0.48,0.135,14,reviewed,nc,nc
2022-02-06T02:29:40.570Z,19.4875,-155.650333333333,5.78,1.04,md,15,103,,0.11,hv,hv72905477,2022-02-07T19:17:02.590Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.38,0.7,0.0564276023226942,5,reviewed,hv,hv
2022-02-06T02:27:31.240Z,17.9096666666667,-66.894,13.13,2.45,md,24,200,,0.14,pr,pr71333033,2022-02-06T03:10:36.350Z,"7 km SSE of Guánica, Puerto Rico",earthquake,0.44,0.28,0.106879442605821,10,reviewed,pr,pr
2022-02-06T02:21:19.813Z,-23.1673,-179.0675,566.79,4.4,mb,,108,6.032,0.58,us,us7000gic8,2022-02-06T02:43:31.040Z,"south of the Fiji Islands",earthquake,10.9,13,0.112,23,reviewed,us,us
2022-02-06T02:17:06.301Z,61.0388,-152.3714,110.5,2.1,ml,,,,0.62,ak,ak0221p86d4u,2022-02-06T02:29:56.325Z,"66 km W of Tyonek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-02-06T02:08:31.200Z,17.9456666666667,-66.8491666666667,11.36,2.11,md,14,211,,0.14,pr,pr71333023,2022-02-06T03:14:27.140Z,"5 km SE of Maria Antonia, Puerto Rico",earthquake,0.66,0.51,0.105887859639932,9,reviewed,pr,pr
2022-02-06T02:06:18.720Z,17.9318333333333,-66.85,13.35,2.15,md,12,208,,0.15,pr,pr71333018,2022-02-06T02:56:03.470Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.61,0.39,0.16341568295744,10,reviewed,pr,pr
2022-02-06T01:54:20.970Z,62.8292,-150.5979,87.9,1.6,ml,,,,0.58,ak,ak0221p7sw5t,2022-02-06T01:58:12.351Z,"38 km NNE of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-02-06T01:53:52.580Z,38.7928352,-122.7276688,2.2,1.02,md,11,95,0.01191,0.02,nc,nc73689061,2022-02-06T03:35:16.532Z,"3km NE of The Geysers, CA",earthquake,0.34,0.99,0.1,2,automatic,nc,nc
2022-02-06T01:52:27.330Z,19.4861666666667,-155.649166666667,5.1,1.02,md,15,103,,0.12,hv,hv72905422,2022-02-07T19:09:25.130Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.37,0.79,0.0384662788368886,5,reviewed,hv,hv
2022-02-06T01:42:44.780Z,38.8356667,-122.7906647,3.48,0.36,md,8,76,0.00275,0.01,nc,nc73689056,2022-02-06T03:09:14.392Z,"6km WNW of Cobb, CA",earthquake,0.59,2.38,,1,automatic,nc,nc
2022-02-06T01:33:37.696Z,57.6686,-154.9943,35.1,2.8,ml,,,,0.59,ak,ak0221p7ofee,2022-02-06T01:58:12.208Z,"34 km WNW of Karluk, Alaska",earthquake,,17.7,,,automatic,ak,ak
2022-02-06T01:14:05.610Z,18.0273333333333,-66.7976666666667,16.09,1.7,md,12,119,,0.11,pr,pr71333013,2022-02-06T02:01:53.390Z,"1 km NW of Guayanilla, Puerto Rico",earthquake,0.33,0.52,0.113721873584449,9,reviewed,pr,pr
2022-02-06T01:13:27.880Z,36.2163333,-117.9123333,4.04,1.14,ml,25,63,0.109,0.13,ci,ci40178024,2022-02-07T18:00:48.361Z,"11km SE of Olancha, CA",earthquake,0.21,0.46,0.287,10,reviewed,ci,ci
2022-02-06T01:11:55.460Z,17.9228333333333,-66.957,11.01,2.19,md,18,214,,0.13,pr,pr71333008,2022-02-06T01:40:14.610Z,"7 km SW of Guánica, Puerto Rico",earthquake,0.36,0.38,0.192695982127309,11,reviewed,pr,pr
2022-02-06T01:03:27.550Z,19.4873332977295,-155.641326904297,3.29999995231628,1.88999999,md,27,62,,0.289999992,hv,hv72905372,2022-02-06T01:08:57.210Z,"23 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.61,0.870000005,1.25999999,14,automatic,hv,hv
2022-02-06T01:03:14.880Z,19.4883333333333,-155.6505,6.14,0.8,md,14,103,,0.11,hv,hv72905367,2022-02-07T19:04:56.220Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.42,0.81,0.122232319507527,6,reviewed,hv,hv
2022-02-06T00:59:37.730Z,40.7436667,-112.0508333,4.65,0.65,md,6,108,0.0202,0.02,uu,uu60480592,2022-02-07T16:46:32.880Z,"5 km NE of Magna, Utah",earthquake,0.35,1.25,0.169,5,reviewed,uu,uu
2022-02-06T00:56:46.020Z,37.6496667,-118.8515,4.93,0.26,md,12,113,0.02299,0.04,nc,nc73689051,2022-02-07T04:34:15.573Z,"11km E of Mammoth Lakes, CA",earthquake,0.41,0.43,0.18,12,reviewed,nc,nc
2022-02-06T00:56:43.001Z,61.4918,-149.9222,33.1,1.6,ml,,,,0.63,ak,ak0221p77xos,2022-02-06T01:00:15.473Z,"3 km SSE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-06T00:51:48.800Z,41.9746667,-112.3935,2.34,0.29,md,5,103,0.06847,0.04,uu,uu60480587,2022-02-07T16:43:56.390Z,"12 km W of Portage, Utah",earthquake,0.45,2.7,0.101,4,reviewed,uu,uu
2022-02-06T00:46:17.530Z,52.096,-176.150833333333,4.64,0.29,ml,5,196,,0.27,av,av91480626,2022-02-06T22:13:42.420Z,"41 km NE of Adak, Alaska",earthquake,1.17,0.78,0.292441493432854,5,reviewed,av,av
2022-02-06T00:42:25.066Z,-21.7695,-176.5393,207.7,5.1,mb,,36,6.477,0.76,us,us7000gibt,2022-02-06T01:01:45.040Z,"153 km WSW of Haveluloto, Tonga",earthquake,11,6.7,0.029,397,reviewed,us,us
2022-02-06T00:39:43.240Z,35.9476667,-117.662,2.73,0.98,ml,20,79,0.009432,0.1,ci,ci40178008,2022-02-07T17:04:13.967Z,"22km E of Little Lake, CA",earthquake,0.15,0.12,0.162,6,reviewed,ci,ci
2022-02-06T00:38:03.640Z,38.8294983,-122.8141632,1.09,0.85,md,15,62,0.006881,0.02,nc,nc73689041,2022-02-06T00:54:13.606Z,"8km NW of The Geysers, CA",earthquake,0.23,0.59,,1,automatic,nc,nc
2022-02-06T00:19:37.400Z,38.8371658,-122.8231659,2.03,1.5,md,31,62,0.009727,0.02,nc,nc73689036,2022-02-06T02:42:12.226Z,"9km NW of The Geysers, CA",earthquake,0.17,0.31,0.1,7,automatic,nc,nc
2022-02-06T00:15:28.120Z,38.8163338,-122.8115005,7.08,0.35,md,5,228,0.007138,0.01,nc,nc73689031,2022-02-06T02:16:13.069Z,"6km NW of The Geysers, CA",earthquake,2.26,7.41,,1,automatic,nc,nc
2022-02-06T00:11:40.820Z,37.6501667,-119.3646667,15.76,1.79,md,22,79,0.2272,0.15,nc,nc73689026,2022-02-07T07:59:16.846Z,"21km ESE of Yosemite Valley, CA",earthquake,0.45,2.2,0.362,19,reviewed,nc,nc
2022-02-06T00:09:37.690Z,64.9983,-147.4895,0,1.5,ml,,,,0.71,ak,ak0221p6xumg,2022-02-06T00:23:01.158Z,"7 km NE of Fox, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-06T00:01:06.450Z,33.9878333,-116.7301667,14.98,0.71,ml,13,124,0.08497,0.16,ci,ci40177984,2022-02-06T00:04:31.672Z,"9km NE of Cabazon, CA",earthquake,0.44,0.86,0.139,15,automatic,ci,ci
2022-02-05T23:52:09.170Z,36.216,-117.9113333,2.47,1.22,ml,25,63,0.1083,0.13,ci,ci40177976,2022-02-08T01:30:00.340Z,"11km SE of Olancha, CA",earthquake,0.2,0.8,0.186,14,reviewed,ci,ci
2022-02-05T23:51:33.460Z,39.2135,-120.0735,4.55,2.21,md,17,91,0.0412,0.11,nc,nc73689011,2022-02-07T22:59:12.221Z,"4km SSW of Tahoe Vista, CA",earthquake,0.38,0.74,0.244,16,reviewed,nc,nc
2022-02-05T23:49:05.000Z,35.043,-119.0933333,1.5,2.03,ml,25,80,0.1748,0.27,ci,ci40177968,2022-02-06T00:00:02.140Z,"19km NW of Grapevine, CA",earthquake,0.43,2.4,0.12,27,automatic,ci,ci
2022-02-05T23:43:09.750Z,35.6721667,-117.4678333,9.74,1.13,ml,24,110,0.0856,0.12,ci,ci40177960,2022-02-08T01:26:41.326Z,"12km SSW of Searles Valley, CA",earthquake,0.25,0.67,0.074,12,reviewed,ci,ci
2022-02-05T23:41:35.210Z,44.5218333,-115.222,4.38,2.13,ml,13,82,0.792,0.27,mb,mb80537764,2022-02-06T15:48:09.750Z,"40 km NW of Stanley, Idaho",earthquake,0.62,1.32,0.091,9,reviewed,mb,mb
2022-02-05T23:36:04.750Z,37.5488333,-121.3845,7.72,1.04,md,15,171,0.06289,0.05,nc,nc73689006,2022-02-07T07:03:10.509Z,"16km W of Westley, CA",earthquake,0.29,0.61,0.078,13,reviewed,nc,nc
2022-02-05T23:31:31.850Z,17.927,-66.9528333333333,10.68,2.61,md,16,209,,0.09,pr,pr71332998,2022-02-06T00:03:08.330Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.38,0.41,0.211948622474244,10,reviewed,pr,pr
2022-02-05T23:29:26.300Z,51.8561,178.3762,114.91,3,ml,,161,0.124,0.35,us,us7000gibp,2022-02-06T01:24:53.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.7,3.3,0.081,20,reviewed,us,us
2022-02-05T23:18:50.780Z,38.3703333,-111.121,6.02,1.88,md,10,84,0.4729,0.19,uu,uu60480582,2022-02-07T16:41:19.870Z,"27 km ENE of Torrey, Utah",earthquake,0.89,31.61,0.189,6,reviewed,uu,uu
2022-02-05T23:15:40.890Z,33.479,-116.4356667,14.09,0.91,ml,36,70,0.04506,0.13,ci,ci40177936,2022-02-08T01:24:24.440Z,"24km SSW of La Quinta, CA",earthquake,0.2,0.34,0.129,21,reviewed,ci,ci
2022-02-05T23:11:52.450Z,33.7585,-117.9438333,16.97,1.26,ml,30,49,0.05814,0.27,ci,ci40177928,2022-02-08T01:14:02.240Z,"3km SE of Garden Grove, CA",earthquake,0.39,0.63,0.174,20,reviewed,ci,ci
2022-02-05T22:57:27.388Z,61.1502,-140.3732,10.4,1.8,ml,,,,0.5,ak,ak0221nwsb0i,2022-02-05T23:04:31.803Z,"140 km ESE of McCarthy, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-05T22:52:25.140Z,19.487,-155.649666666667,5.3,1.54,md,15,103,,0.11,hv,hv72905237,2022-02-07T18:52:20.920Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.8,0.135422591601052,5,reviewed,hv,hv
2022-02-05T22:50:28.354Z,-7.3617,121.3039,10,4.6,mb,,95,1.567,1.18,us,us7000gibg,2022-02-05T23:27:58.040Z,"166 km NNE of Ruteng, Indonesia",earthquake,7.6,1.9,0.141,15,reviewed,us,us
2022-02-05T22:42:09.506Z,61.3033,-150.0986,33.6,1.6,ml,,,,0.76,ak,ak0221nwp1w4,2022-02-05T22:52:30.142Z,"9 km SW of Point MacKenzie, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-05T22:31:54.250Z,38.8521652,-122.8059998,1.96,1.13,md,10,84,0.007421,0.03,nc,nc73688971,2022-02-06T00:51:10.586Z,"8km WNW of Cobb, CA",earthquake,0.28,0.49,0.2,4,automatic,nc,nc
2022-02-05T22:30:10.944Z,41.6117,142.0428,56.74,4.5,mwr,,124,0.925,0.95,us,us7000gibe,2022-02-05T23:17:42.040Z,"77 km ENE of Mutsu, Japan",earthquake,3.2,6.3,0.069,20,reviewed,us,us
2022-02-05T22:28:48.820Z,44.3143333,-115.1256667,9.24,2.54,ml,14,65,0.911,0.22,mb,mb80537754,2022-02-06T15:11:34.300Z,"southern Idaho",earthquake,0.51,1.22,0.114,13,reviewed,mb,mb
2022-02-05T22:21:58.900Z,38.8001671,-122.8018341,0.9,0.84,md,12,71,0.009312,0.03,nc,nc73688961,2022-02-06T00:25:11.427Z,"5km WNW of The Geysers, CA",earthquake,0.29,0.61,,1,automatic,nc,nc
2022-02-05T22:21:13.288Z,62.3072,-142.6292,0,2.4,ml,,,,0.93,ak,ak0221nwkk3r,2022-02-05T22:39:57.040Z,"21 km ESE of Nabesna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-02-05T22:16:15.086Z,-17.5651,-178.3037,531.77,4.4,mb,,107,3.478,0.5,us,us7000gibb,2022-02-05T22:34:11.040Z,"258 km ENE of Levuka, Fiji",earthquake,15.1,9.8,0.106,26,reviewed,us,us
2022-02-05T22:15:05.240Z,44.8,-111.5498333,13.53,0.66,ml,7,126,0.091,0.11,mb,mb80537749,2022-02-06T15:33:03.540Z,"28 km W of Hebgen Lake Estates, Montana",earthquake,0.41,0.8,0.313,3,reviewed,mb,mb
2022-02-05T22:12:24.860Z,36.9894,-116.2844,4.8,0.8,ml,24,78.36,0.049,0.121,nn,nn00833303,2022-02-07T18:34:36.560Z,"43 km ENE of Beatty, Nevada",earthquake,,1.3,0.29,13,reviewed,nn,nn
2022-02-05T22:12:13.200Z,38.8058319,-122.8160019,3.23,0.49,md,13,64,0.01073,0.02,nc,nc73688956,2022-02-05T22:52:12.850Z,"6km WNW of The Geysers, CA",earthquake,0.35,0.86,0.35,2,automatic,nc,nc
2022-02-05T21:50:17.420Z,38.779335,-122.7576675,1.36,0.34,md,11,69,0.01067,0.02,nc,nc73688946,2022-02-05T22:03:11.549Z,"0km NNW of The Geysers, CA",earthquake,0.27,0.5,0.01,3,automatic,nc,nc
2022-02-05T21:46:44.250Z,19.487,-155.65,5.62,1.07,md,14,104,,0.11,hv,hv72905182,2022-02-07T18:48:04.870Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.71,0.0354318679031974,4,reviewed,hv,hv
2022-02-05T21:36:17.190Z,19.4196666666667,-155.6085,-0.8,1.53,md,11,86,,0.12,hv,hv72905157,2022-02-07T18:44:15.866Z,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.3,0.42,0.16410579615383,6,reviewed,hv,hv
2022-02-05T21:35:31.250Z,35.8866667,-117.65,5.94,-0.56,ml,3,212,0.0611,0.01,ci,ci40177896,2022-02-06T18:19:40.853Z,"24km ESE of Little Lake, CA",earthquake,0.45,0.85,0.086,2,reviewed,ci,ci
2022-02-05T21:33:40.740Z,46.872,-121.933,4.54,0.11,ml,13,91,0.01478,0.09,uw,uw61814996,2022-02-06T23:54:57.990Z,"14 km NNE of Ashford, Washington",earthquake,0.44,0.43,0.09611229188239584,4,reviewed,uw,uw
2022-02-05T21:32:17.600Z,18.9801,-65.2916,54,3.46,md,7,331,1.2079,0.24,pr,pr2022036002,2022-02-05T21:57:05.363Z,"74 km N of Culebra, Puerto Rico",earthquake,2.97,8.64,0.05,4,reviewed,pr,pr
2022-02-05T21:30:03.090Z,46.2055,-122.18566666666666,3.83,0.29,ml,14,130,0.005303,0.12,uw,uw61814986,2022-02-06T23:59:19.210Z,"Mount St. Helens area, Washington",earthquake,0.34,0.59,0.2409760536654545,4,reviewed,uw,uw
2022-02-05T21:28:42.740Z,46.204166666666666,-122.1845,4.24,0.71,ml,14,132,0.004028,0.1,uw,uw61814976,2022-02-07T00:04:21.580Z,"38 km NNE of Amboy, Washington",earthquake,0.35,0.5,0.15577319219365832,8,reviewed,uw,uw
2022-02-05T21:18:50.916Z,52.5661,143.2516,10,5.2,mww,,74,5.622,0.7,us,us7000giav,2022-02-07T16:19:14.040Z,"85 km N of Nogliki, Russia",earthquake,6.3,1.5,0.069,20,reviewed,us,us
