time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-02-05T06:50:00.720Z,19.4796666666667,-155.648,4.63,1.4,md,15,108,,0.11,hv,hv72904177,2022-02-08T03:16:36.060Z,"Island of Hawaii, Hawaii",earthquake,0.39,0.73,0.0337524637429945,6,reviewed,hv,hv
2022-02-05T06:46:32.580Z,19.4795,-155.653666666667,5.14,0.84,md,15,114,,0.11,hv,hv72904172,2022-02-08T02:58:08.710Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.35,0.81,0.117755053547312,5,reviewed,hv,hv
2022-02-05T06:45:00.880Z,38.8349991,-122.7990036,1.57,0.36,md,9,69,0.007572,0.01,nc,nc73688631,2022-02-05T07:13:15.074Z,"7km WNW of Cobb, CA",earthquake,0.37,1.15,,1,automatic,nc,nc
2022-02-05T06:44:38.310Z,38.8344994,-122.7981644,2.23,1.67,md,30,41,0.007249,0.02,nc,nc73688626,2022-02-05T08:58:15.760Z,"7km WNW of Cobb, CA",earthquake,0.18,0.33,0.11,8,automatic,nc,nc
2022-02-05T06:33:22.370Z,35.77516667,-97.96483333,5.68,1.3,ml,98,38,0.1799646848,0.36,ok,ok2022cmlp,2022-02-07T15:30:59.305Z,"5 km N of Okarche, Oklahoma",earthquake,,0.9,0.22,43,reviewed,ok,ok
2022-02-05T06:27:03.090Z,33.3791667,-116.8825,6.32,0.62,ml,30,41,0.03042,0.19,ci,ci40177152,2022-02-06T19:44:19.353Z,"3km NNW of Palomar Observatory, CA",earthquake,0.25,0.55,0.114,14,reviewed,ci,ci
2022-02-05T06:20:57.250Z,46.244166666666665,-122.62883333333333,16.51,0.96,ml,18,106,0.1984,0.13,uw,uw61814781,2022-02-05T18:13:21.220Z,"21 km E of Castle Rock, Washington",earthquake,0.52,1.42,0.19353085551751226,8,reviewed,uw,uw
2022-02-05T06:20:24.610Z,38.8264999,-122.8068314,2.74,1.48,md,31,35,0.004003,0.02,nc,nc73688621,2022-02-05T08:32:15.601Z,"7km NW of The Geysers, CA",earthquake,0.18,0.36,0.08,8,automatic,nc,nc
2022-02-05T06:18:15.580Z,36.6681667,-121.3195,2.34,1.12,md,19,80,0.04483,0.16,nc,nc73688616,2022-02-07T18:05:12.551Z,"14km S of Tres Pinos, CA",earthquake,0.33,0.93,0.308,14,reviewed,nc,nc
2022-02-05T06:15:35.250Z,36.6066667,-121.6353333,9.65,1.18,md,24,107,0.02741,0.07,nc,nc73688611,2022-02-07T09:52:12.489Z,"2km SSE of Spreckels, CA",earthquake,0.3,0.41,0.338,17,reviewed,nc,nc
2022-02-05T06:14:47.840Z,35.6788333,-118.1071667,2.35,1.06,ml,33,54,0.1114,0.14,ci,ci40177144,2022-02-06T19:38:13.407Z,"27km W of Inyokern, CA",earthquake,0.15,0.35,0.146,16,reviewed,ci,ci
2022-02-05T06:12:26.673Z,59.9616,-152.7974,99.3,4,ml,,,,0.6,ak,ak0221nmzpzt,2022-02-05T18:37:15.916Z,"57 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2022-02-05T06:11:32.510Z,19.1978340148926,-155.395172119141,33.3400001525879,2.39,ml,47,163,,0.109999999,hv,hv72904132,2022-02-05T06:23:10.040Z,"8 km E of Pāhala, Hawaii",earthquake,0.59,0.699999988,4.53,4,automatic,hv,hv
2022-02-05T06:05:26.050Z,17.9376666666667,-66.9138333333333,12.35,2.22,md,13,205,,0.16,pr,pr71332903,2022-02-05T06:33:35.880Z,"3 km S of Guánica, Puerto Rico",earthquake,0.59,0.41,0.0976917641270405,11,reviewed,pr,pr
2022-02-05T05:59:20.750Z,38.8380013,-122.8251648,1.77,0.87,md,17,89,0.008083,0.02,nc,nc73688606,2022-02-05T07:39:17.228Z,"9km NW of The Geysers, CA",earthquake,0.27,0.43,0.01,2,automatic,nc,nc
2022-02-05T05:59:17.110Z,46.24616666666667,-122.6295,15.22,1.24,ml,19,107,0.1994,0.13,uw,uw61814776,2022-02-05T17:43:18.080Z,"21 km E of Castle Rock, Washington",earthquake,0.53,1.77,0.14617954806683997,9,reviewed,uw,uw
2022-02-05T05:53:08.580Z,19.1919994354248,-155.399673461914,31.9400005340576,1.83000004,md,43,162,,0.119999997,hv,hv72904112,2022-02-05T05:56:17.030Z,"8 km E of Pāhala, Hawaii",earthquake,0.64,0.779999971,1.73000002,6,automatic,hv,hv
2022-02-05T05:49:00.470Z,19.4811666666667,-155.648333333333,4.73,1,md,15,108,,0.13,hv,hv72904107,2022-02-08T02:41:47.500Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.37,0.84,0.0941632028304626,7,reviewed,hv,hv
2022-02-05T05:48:58.000Z,35.3776667,-117.2605,4.05,0.19,ml,5,256,0.02761,0.09,ci,ci40177136,2022-02-07T16:47:52.867Z,"34km E of Johannesburg, CA",earthquake,0.95,0.65,0.057,2,reviewed,ci,ci
2022-02-05T05:45:02.900Z,19.4776666666667,-155.649333333333,4.36,1.92,md,14,111,,0.12,hv,hv72904102,2022-02-05T18:42:43.970Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.76,0.18150154575821,8,reviewed,hv,hv
2022-02-05T05:39:58.715Z,61.6851,-146.4007,28.7,1.8,ml,,,,1,ak,ak0221nmk599,2022-02-05T05:44:26.832Z,"39 km SSE of Nelchina, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-05T05:37:14.370Z,19.1774997711182,-155.472671508789,33.1399993896484,2.22000003,md,49,84,,0.129999995,hv,hv72904087,2022-02-05T05:40:24.800Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.5,0.680000007,1,23,automatic,hv,hv
2022-02-05T05:36:05.370Z,33.6911667,-116.7385,14.82,1.16,ml,39,52,0.02845,0.17,ci,ci40177128,2022-02-06T14:40:00.190Z,"6km SSW of Idyllwild, CA",earthquake,0.24,0.4,0.153,30,reviewed,ci,ci
2022-02-05T05:35:54.500Z,33.6918333,-116.7398333,14.66,1.22,ml,44,52,0.0288,0.22,ci,ci40177120,2022-02-06T14:40:08.600Z,"6km SSW of Idyllwild, CA",earthquake,0.28,0.43,0.186,25,reviewed,ci,ci
2022-02-05T05:32:07.270Z,19.2273330688477,-155.384826660156,32.1399993896484,1.84000003,md,35,156,,0.119999997,hv,hv72904082,2022-02-05T05:35:15.880Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.59,0.790000021,1.88,4,automatic,hv,hv
2022-02-05T05:24:05.980Z,37.6248333,-118.8513333,3.57,0.03,md,14,87,0.01091,0.04,nc,nc73688596,2022-02-05T07:29:12.161Z,"11km E of Mammoth Lakes, CA",earthquake,0.36,0.73,0.219,14,reviewed,nc,nc
2022-02-05T05:23:05.400Z,19.48,-155.648833333333,4.88,0.79,md,15,109,,0.11,hv,hv72904072,2022-02-08T02:30:45.770Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.38,0.74,0.079463773308821,5,reviewed,hv,hv
2022-02-05T05:21:12.720Z,35.6841667,-117.5066667,10.03,1.29,ml,18,157,0.104,0.16,ci,ci40177104,2022-02-06T14:40:31.933Z,"13km SW of Searles Valley, CA",earthquake,0.44,0.9,0.268,13,reviewed,ci,ci
2022-02-05T05:20:45.773Z,53.6151,-163.3644,14.92,4.5,mwr,,167,1.189,0.57,us,us7000gi6u,2022-02-05T08:40:49.339Z,"137 km S of False Pass, Alaska",earthquake,6.5,5.2,0.071,19,reviewed,us,us
2022-02-05T05:19:02.231Z,51.5805,16.0763,10.99,4.3,mb,,45,1.241,0.8,us,us7000gi6t,2022-02-05T17:41:17.566Z,"6 km WSW of Grębocice, Poland",earthquake,4.8,5.1,0.125,18,reviewed,us,us
2022-02-05T05:18:47.820Z,36.8225,-112.9915,17.77,1.64,ml,8,170,0.2366,0.09,uu,uu60480492,2022-02-07T15:56:10.990Z,"14 km S of Centennial Park, Arizona",earthquake,0.57,1.18,0.173,4,reviewed,uu,uu
2022-02-05T05:16:44.580Z,17.9481666666667,-66.8961666666667,7.84,1.9,md,7,218,,0.09,pr,pr71332893,2022-02-05T06:30:24.730Z,"2 km SSE of Guánica, Puerto Rico",earthquake,0.57,0.19,0.0306390214067764,4,reviewed,pr,pr
2022-02-05T05:11:49.430Z,19.1651666666667,-155.472,33.32,1.47,md,14,175,,0.12,hv,hv72904047,2022-02-05T18:23:55.000Z,"4 km S of Pāhala, Hawaii",earthquake,0.83,0.84,0.0504217264357394,7,reviewed,hv,hv
2022-02-05T05:10:31.319Z,53.6708,-163.3226,28.62,4.2,mb,,172,1.165,1.01,us,us7000gi6q,2022-02-05T08:35:54.255Z,"131 km S of False Pass, Alaska",earthquake,8.4,10.6,0.159,11,reviewed,us,us
2022-02-05T05:01:56.157Z,61.6789,-151.0987,75.2,1.7,ml,,,,0.45,ak,ak0221nmbzun,2022-02-05T05:15:33.509Z,"34 km WNW of Susitna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-02-05T04:55:11.530Z,19.1919994354248,-155.474838256836,33.0999984741211,1.99000001,md,46,87,,0.119999997,hv,hv72904032,2022-02-05T04:58:24.510Z,"1 km SSE of Pāhala, Hawaii",earthquake,0.45,0.75999999,0.360000014,9,automatic,hv,hv
2022-02-05T04:54:29.290Z,46.24333333333333,-122.63466666666666,13.43,1.51,ml,25,72,0.2022,0.13,uw,uw61814771,2022-02-05T17:42:50.840Z,"21 km E of Castle Rock, Washington",earthquake,0.41,1.78,0.17172116924997938,12,reviewed,uw,uw
2022-02-05T04:49:34.010Z,38.8334999,-122.7603302,1.39,0.46,md,8,160,0.008073,0.01,nc,nc73688591,2022-02-05T05:27:17.399Z,"4km WNW of Cobb, CA",earthquake,0.4,0.58,0.41,2,automatic,nc,nc
2022-02-05T04:49:33.910Z,19.1911659240723,-155.432159423828,32.4900016784668,2.13000011,md,40,154,,0.119999997,hv,hv72904022,2022-02-05T04:52:44.470Z,"5 km ESE of Pāhala, Hawaii",earthquake,0.71,0.720000029,1.62,14,automatic,hv,hv
2022-02-05T04:46:51.920Z,37.6248333,-118.8508333,3.08,-0.24,md,11,111,0.01125,0.04,nc,nc73688586,2022-02-05T05:32:54.622Z,"11km E of Mammoth Lakes, CA",earthquake,0.42,0.91,0.188,9,reviewed,nc,nc
2022-02-05T04:45:22.180Z,38.8235016,-122.7949982,2.77,0.33,md,13,61,0.01178,0.01,nc,nc73688581,2022-02-05T05:16:14.347Z,"6km NNW of The Geysers, CA",earthquake,0.36,0.74,0.34,2,automatic,nc,nc
2022-02-05T04:43:51.060Z,38.802166,-122.7336655,2.33,0.7,md,9,112,0.01905,0.01,nc,nc73688576,2022-02-05T06:32:15.803Z,"2km SSW of Cobb, CA",earthquake,0.31,1.1,0.17,2,automatic,nc,nc
2022-02-05T04:39:33.910Z,17.9353333333333,-66.8738333333333,11.07,1.52,md,7,230,,0.28,pr,pr71332888,2022-02-05T05:10:03.730Z,"5 km SSE of Maria Antonia, Puerto Rico",earthquake,1.16,1.52,0.0353153565457502,5,reviewed,pr,pr
2022-02-05T04:34:05.220Z,37.629,-118.8505,3.8,-0.22,md,9,104,0.01406,0.05,nc,nc73688571,2022-02-05T05:10:22.442Z,"11km E of Mammoth Lakes, CA",earthquake,0.66,1.23,0.19,9,reviewed,nc,nc
2022-02-05T04:32:42.260Z,17.9241666666667,-66.9088333333333,11.45,1.73,md,6,261,,0.12,pr,pr71332883,2022-02-05T07:05:03.740Z,"5 km S of Guánica, Puerto Rico",earthquake,0.85,1.14,0.133689532967376,5,reviewed,pr,pr
2022-02-05T04:28:44.000Z,39.4238333,-110.3026667,-2.71,1.7,ml,10,197,0.01738,0.15,uu,uu60480482,2022-02-07T15:51:00.710Z,"15 km SSE of Sunnyside, Utah",earthquake,0.9,2.38,0.072,4,reviewed,uu,uu
2022-02-05T04:24:03.240Z,17.9656666666667,-66.8735,15.24,1.54,md,5,264,,0.09,pr,pr71332878,2022-02-05T04:43:39.770Z,"2 km SE of Maria Antonia, Puerto Rico",earthquake,1.17,1.26,0.0966076521282506,5,reviewed,pr,pr
2022-02-05T04:18:10.240Z,47.4598333,-113.8073333,12.72,-0.88,md,5,204,0.139,0.03,mb,mb80537849,2022-02-07T16:54:16.550Z,"10 km SW of Condon, Montana",earthquake,1.2,1.59,,1,reviewed,mb,mb
2022-02-05T04:17:06.730Z,37.6283333,-118.8558333,2.5,0.03,md,12,93,0.0109,0.04,nc,nc73688566,2022-02-05T04:54:13.218Z,"11km E of Mammoth Lakes, CA",earthquake,0.4,0.77,0.216,12,reviewed,nc,nc
2022-02-05T04:16:01.024Z,36.445,71.1166,209.05,5.7,mww,,20,0.806,0.9,us,us7000gi69,2022-02-07T04:40:47.130Z,"45 km SW of Ashkāsham, Afghanistan",earthquake,6.7,5,0.054,33,reviewed,us,us
2022-02-05T04:09:52.059Z,63.5602,-147.7171,2,1.5,ml,,,,0.82,ak,ak0221nls9no,2022-02-05T04:20:56.270Z,"62 km ESE of Denali Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-02-05T04:01:04.470Z,37.3545,-118.5333333,7.83,1.03,md,15,124,0.02389,0.04,nc,nc73688561,2022-02-05T05:38:14.464Z,"7km W of West Bishop, CA",earthquake,1.04,0.99,0.229,13,reviewed,nc,nc
2022-02-05T03:45:33.800Z,38.8301659,-122.8153305,2.71,0.85,md,6,139,0.00791,0.01,nc,nc73688556,2022-02-05T04:03:14.915Z,"8km NW of The Geysers, CA",earthquake,0.63,1.96,,1,automatic,nc,nc
2022-02-05T03:42:22.290Z,35.666,-117.4738333,7.22,1.15,ml,31,65,0.07989,0.14,ci,ci40177080,2022-02-06T19:27:43.350Z,"13km SSW of Searles Valley, CA",earthquake,0.17,0.44,0.098,14,reviewed,ci,ci
2022-02-05T03:42:12.230Z,35.8495,-117.671,8.99,0.18,ml,10,86,0.06856,0.13,ci,ci37388284,2022-02-06T19:32:06.368Z,"23km ESE of Little Lake, CA",earthquake,0.34,0.98,0.197,5,reviewed,ci,ci
2022-02-05T03:36:10.650Z,18.0263333333333,-67.0138333333333,18.26,1.55,md,7,97,,0.11,pr,pr71332873,2022-02-05T04:33:31.460Z,"5 km ESE of Lajas, Puerto Rico",earthquake,0.85,0.36,0.0329239411495161,4,reviewed,pr,pr
2022-02-05T03:33:04.380Z,37.6285,-118.8543333,2.16,0.04,md,9,88,0.0117,0.02,nc,nc73688551,2022-02-05T06:06:10.671Z,"11km E of Mammoth Lakes, CA",earthquake,0.98,1.04,0.102,8,reviewed,nc,nc
2022-02-05T03:32:01.010Z,19.4798333333333,-155.6495,4.47,1.01,md,15,109,,0.11,hv,hv72903957,2022-02-08T02:21:35.090Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.36,0.81,0.0393626872642043,5,reviewed,hv,hv
2022-02-05T03:30:23.980Z,38.8349991,-122.8041687,1.91,0.34,md,12,62,0.01132,0.02,nc,nc73688546,2022-02-05T05:24:10.383Z,"7km WNW of Cobb, CA",earthquake,0.28,0.64,0.34,2,automatic,nc,nc
2022-02-05T03:20:23.975Z,-9.0173,124.0338,109.59,4.7,mb,,101,0.768,1.12,us,us7000gi62,2022-02-05T03:42:49.040Z,"Timor region",earthquake,9,7.9,0.115,25,reviewed,us,us
2022-02-05T03:08:10.770Z,53.9535,-166.748166666667,6.91,0.17,ml,5,217,,0.08,av,av91479736,2022-02-06T20:29:01.380Z,"15 km WNW of Dutch Harbor, Alaska",earthquake,0.37,0.54,0.134004399323375,5,reviewed,av,av
2022-02-05T03:07:29.630Z,53.9558333333333,-166.749666666667,6.52,-0.39,ml,5,224,,0.07,av,av91049003,2022-02-07T21:29:12.460Z,"15 km WNW of Dutch Harbor, Alaska",earthquake,0.41,0.7,0.097192387876702,5,reviewed,av,av
2022-02-05T03:02:13.300Z,19.4598333333333,-155.598333333333,-1.54,1.51,md,13,84,,0.13,hv,hv72903907,2022-02-05T03:22:08.550Z,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.21,0.0340326493005098,6,reviewed,hv,hv
2022-02-05T03:00:50.900Z,17.9698333333333,-66.8736666666667,12.05,1.56,md,6,261,,0.06,pr,pr71332948,2022-02-05T15:00:06.910Z,"1 km ESE of Maria Antonia, Puerto Rico",earthquake,0.66,0.66,0.0944938047480404,5,reviewed,pr,pr
2022-02-05T02:57:57.791Z,60.6749,-150.2722,43.3,1.6,ml,,,,0.55,ak,ak0221nkvp9f,2022-02-06T13:54:41.435Z,"31 km ENE of Sterling, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-02-05T02:55:44.820Z,17.9805,-67.0146666666667,10.81,2.14,md,18,155,,0.18,pr,pr71332868,2022-02-05T03:36:20.270Z,"3 km E of La Parguera, Puerto Rico",earthquake,0.42,0.47,0.0608809386214746,6,reviewed,pr,pr
2022-02-05T02:51:18.830Z,19.4838333333333,-155.644666666667,3.07,1.45,md,25,66,,0.16,hv,hv72903892,2022-02-05T03:13:26.450Z,"23 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.65,0.129151680957778,10,reviewed,hv,hv
2022-02-05T02:47:59.477Z,61.7993,-150.2677,43.7,1.6,ml,,,,0.89,ak,ak0221nktk8b,2022-02-05T03:01:17.141Z,"13 km WNW of Willow, Alaska",earthquake,,1.3,,,automatic,ak,ak
2022-02-05T02:46:40.570Z,19.479,-155.650833333333,4.77,2.33,ml,33,74,,0.12,hv,hv72903882,2022-02-05T03:05:41.770Z,"Island of Hawaii, Hawaii",earthquake,0.25,0.41,0.183093807851707,15,reviewed,hv,hv
2022-02-05T02:46:40.101Z,31.7261,142.4334,10,4.6,mb,,136,2.612,0.53,us,us7000gi61,2022-02-05T03:34:42.040Z,"Izu Islands, Japan region",earthquake,12.1,1.9,0.098,33,reviewed,us,us
2022-02-05T02:46:15.000Z,19.2046661376953,-155.516494750977,25.9099998474121,2.28,ml,16,141,,0.100000001,hv,hv72903877,2022-02-05T02:51:45.960Z,"3 km W of Pāhala, Hawaii",earthquake,1,1.50999999,3.67,12,automatic,hv,hv
2022-02-05T02:45:37.150Z,38.8413315,-122.8416672,1.75,0.62,md,13,89,0.005549,0.03,nc,nc73688536,2022-02-05T03:03:15.550Z,"10km NW of The Geysers, CA",earthquake,0.3,0.47,0.26,2,automatic,nc,nc
2022-02-05T02:44:57.780Z,19.3461666107178,-155.129501342773,4.59999990463257,1.86,ml,41,123,,0.209999993,hv,hv72903872,2022-02-05T02:50:28.400Z,"13 km S of Fern Forest, Hawaii",earthquake,0.45,0.870000005,2.57,8,automatic,hv,hv
2022-02-05T02:42:53.091Z,43.6887,-129.7273,10,3.3,ml,,260,2.131,0.7,us,us7000gi5r,2022-02-05T15:12:23.481Z,"off the coast of Oregon",earthquake,11,2,0.069,28,reviewed,us,us
2022-02-05T02:41:11.970Z,41.8138333,-112.6405,2.75,0.69,md,8,123,0.1062,0.08,uu,uu60480477,2022-02-07T15:38:08.850Z,"16 km W of Howell, Utah",earthquake,0.56,3.88,0.208,5,reviewed,uu,uu
2022-02-05T02:41:09.280Z,19.4796666666667,-155.644666666667,5.17,0.88,md,11,106,,0.12,hv,hv72903867,2022-02-05T03:10:37.830Z,"23 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.61,0.93,0.229419617403826,6,reviewed,hv,hv
2022-02-05T02:37:03.090Z,38.824501,-122.7945023,2.85,2.17,md,39,32,0.01221,0.05,nc,nc73688531,2022-02-05T04:44:14.163Z,"6km W of Cobb, CA",earthquake,0.18,0.28,0.11,19,automatic,nc,nc
2022-02-05T02:33:52.140Z,17.825,-66.921,18.95,1.93,md,6,279,,0.19,pr,pr71332858,2022-02-05T03:48:30.090Z,"16 km S of Guánica, Puerto Rico",earthquake,1.63,2.54,0.172967814547018,2,reviewed,pr,pr
2022-02-05T02:29:56.070Z,35.7178333,-117.5616667,6.8,1.48,ml,32,60,0.102,0.14,ci,ci40177064,2022-02-06T19:22:11.170Z,"15km NE of Ridgecrest, CA",earthquake,0.16,0.46,0.152,22,reviewed,ci,ci
2022-02-05T02:28:26.370Z,38.8328323,-122.8623352,-0.81,0.87,md,7,148,0.006788,0.2,nc,nc73688526,2022-02-05T04:29:20.077Z,"11km NW of The Geysers, CA",earthquake,0.93,2.26,,1,automatic,nc,nc
2022-02-05T02:22:47.008Z,63.2736,-145.2613,5.6,1.3,ml,,,,0.53,ak,ak0221nko6cb,2022-02-05T02:31:23.674Z,"27 km NE of Paxson, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-02-05T02:20:45.480Z,35.861,-117.6921667,7.54,0.99,ml,24,47,0.07893,0.15,ci,ci40177056,2022-02-06T19:16:31.255Z,"21km ESE of Little Lake, CA",earthquake,0.19,0.54,0.176,15,reviewed,ci,ci
2022-02-05T02:18:29.858Z,63.2157,-152.7193,15,1.5,ml,,,,0.98,ak,ak0221nknae5,2022-02-05T02:31:23.542Z,"61 km SW of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-05T02:16:15.730Z,38.8230019,-122.8516693,2.06,0.51,md,14,85,0.006091,0.02,nc,nc73688521,2022-02-05T04:03:13.915Z,"10km WNW of The Geysers, CA",earthquake,0.27,0.55,0.36,2,automatic,nc,nc
2022-02-05T02:12:31.530Z,46.19566666666667,-122.19366666666667,8.12,0.3,ml,13,70,0.004554,0.15,uw,uw61814756,2022-02-05T17:30:45.590Z,"37 km NNE of Amboy, Washington",earthquake,0.53,0.74,0.08564605774476577,6,reviewed,uw,uw
2022-02-05T02:12:26.090Z,17.9476666666667,-66.9306666666667,14.76,2.14,md,10,210,,0.13,pr,pr71332853,2022-02-05T04:35:06.950Z,"3 km SW of Guánica, Puerto Rico",earthquake,0.47,0.6,0.16027088678345,7,reviewed,pr,pr
2022-02-05T02:10:04.620Z,60.008,-153.044833333333,3.59,-0.8,ml,4,138,,0.08,av,av91479716,2022-02-06T20:03:59.450Z,"64 km ENE of Pedro Bay, Alaska",earthquake,0.51,0.96,0.229712603107741,4,reviewed,av,av
2022-02-05T02:02:48.920Z,33.2906667,-116.279,7.73,0.76,ml,27,106,0.07596,0.24,ci,ci40177032,2022-02-06T15:33:59.607Z,"10km ENE of Borrego Springs, CA",earthquake,0.36,0.57,0.081,7,reviewed,ci,ci
2022-02-05T02:01:22.940Z,36.0886667,-117.8623333,4.63,0.76,ml,15,69,0.02948,0.09,ci,ci40177040,2022-02-07T15:55:03.287Z,"9km ENE of Coso Junction, CA",earthquake,0.16,0.23,0.285,4,reviewed,ci,ci
2022-02-05T01:55:07.452Z,61.015,-151.0477,61,1.5,ml,,,,0.3,ak,ak0221nk9mb4,2022-02-05T08:22:17.019Z,"7 km SE of Tyonek, Alaska",earthquake,,1,,,reviewed,ak,ak
2022-02-05T01:51:27.580Z,51.8561666666667,-177.800166666667,2.35,0.14,ml,4,262,,0.15,av,av91048998,2022-02-07T20:43:58.760Z,"80 km W of Adak, Alaska",earthquake,0.95,1.96,0.225655311853836,4,reviewed,av,av
2022-02-05T01:34:50.790Z,35.3988333,-118.2196667,9.03,1,ml,21,84,0.152,0.12,ci,ci40177024,2022-02-06T19:12:34.232Z,"32km SE of Bodfish, CA",earthquake,0.19,0.6,0.194,14,reviewed,ci,ci
2022-02-05T01:25:24.780Z,36.006,-120.5698333,2.45,0.57,md,17,100,0.02715,0.06,nc,nc73688516,2022-02-05T06:57:16.967Z,"17km NW of Parkfield, CA",earthquake,0.23,0.58,0.019,5,reviewed,nc,nc
2022-02-05T01:22:04.300Z,38.8436661,-122.8421631,1.91,0.7,md,20,94,0.007272,0.01,nc,nc73688511,2022-02-05T01:34:11.060Z,"10km NW of The Geysers, CA",earthquake,0.21,0.43,0.11,4,automatic,nc,nc
2022-02-05T01:21:54.020Z,38.8431664,-122.8421631,1.93,0.9,md,22,93,0.006934,0.02,nc,nc73688506,2022-02-05T01:31:11.043Z,"10km NW of The Geysers, CA",earthquake,0.21,0.46,0.21,4,automatic,nc,nc
2022-02-05T01:18:05.595Z,29.806,-42.9099,10,5.1,mb,,57,16.474,0.83,us,us7000gi4s,2022-02-05T01:39:44.040Z,"northern Mid-Atlantic Ridge",earthquake,10.1,1.8,0.037,237,reviewed,us,us
2022-02-05T01:17:50.420Z,38.8339996,-122.8188324,2.07,0.85,md,13,93,0.01261,0.01,nc,nc73688501,2022-02-05T02:01:13.213Z,"8km NW of The Geysers, CA",earthquake,0.29,0.76,,1,automatic,nc,nc
2022-02-05T01:07:11.670Z,19.4823333333333,-155.649333333333,4.77,0.76,md,15,107,,0.09,hv,hv72903772,2022-02-05T01:28:39.220Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.34,0.76,0.132962346213352,6,reviewed,hv,hv
2022-02-05T01:05:33.340Z,38.8284988,-122.8136673,2.28,0.85,md,14,111,0.005818,0.01,nc,nc73688496,2022-02-05T01:18:10.974Z,"8km NW of The Geysers, CA",earthquake,0.29,0.62,,1,automatic,nc,nc
2022-02-05T01:05:09.410Z,51.8626666666667,-177.820833333333,1.86,0.9,ml,5,245,,0.11,av,av91048993,2022-02-07T20:30:07.590Z,"81 km W of Adak, Alaska",earthquake,0.63,1.8,0.386645169202398,5,reviewed,av,av
2022-02-05T01:03:35.200Z,17.9996666666667,-66.8348333333333,13.14,1.89,md,11,144,,0.16,pr,pr71332843,2022-02-05T03:00:48.660Z,"1 km WNW of Indios, Puerto Rico",earthquake,0.5,0.44,0.101188707438761,7,reviewed,pr,pr
2022-02-05T01:02:26.720Z,38.8334999,-122.805336,2.01,0.65,md,13,65,0.01269,0.01,nc,nc73688491,2022-02-05T01:15:10.961Z,"7km W of Cobb, CA",earthquake,0.25,0.6,0.06,3,automatic,nc,nc
2022-02-05T00:59:32.793Z,62.5334,-151.9159,98.8,1.8,ml,,,,0.26,ak,ak0221njp7jz,2022-02-05T01:03:21.088Z,"59 km W of Petersville, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-02-05T00:58:13.600Z,38.8223343,-122.8513336,2.17,1.06,md,23,86,0.0196,0.02,nc,nc73688486,2022-02-05T01:12:10.939Z,"10km WNW of The Geysers, CA",earthquake,0.22,0.42,0.16,5,automatic,nc,nc
2022-02-05T00:57:39.260Z,38.8223343,-122.8518295,2.42,1.78,md,32,62,0.006526,0.03,nc,nc73688481,2022-02-05T03:36:13.751Z,"10km WNW of The Geysers, CA",earthquake,0.21,0.34,0.07,7,automatic,nc,nc
2022-02-05T00:57:07.822Z,60.0681,-152.9068,113.6,2.5,ml,,,,0.61,ak,ak0221njoq6l,2022-02-05T01:09:41.959Z,"66 km W of Happy Valley, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-05T00:56:27.110Z,60.0228333333333,-153.095333333333,-3,-0.18,ml,6,118,,0.26,av,av91479646,2022-02-06T19:58:27.990Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.48,2.7,0.204893881236296,6,reviewed,av,av
2022-02-05T00:47:13.080Z,38.8078346,-122.7975006,14.75,0.42,md,8,80,0.001722,0.05,nc,nc73688476,2022-02-05T01:28:14.030Z,"5km NW of The Geysers, CA",earthquake,2.45,8.79,,1,automatic,nc,nc
2022-02-05T00:35:44.830Z,17.9781,-66.9063,15,1.63,md,3,336,0.1382,0.02,pr,pr2022036001,2022-02-05T16:30:43.497Z,"0 km NNE of Guánica, Puerto Rico",earthquake,1.48,2,0,1,reviewed,pr,pr
2022-02-05T00:35:33.490Z,33.0978333,-116.3906667,12.14,1.05,ml,34,70,0.04485,0.18,ci,ci40177008,2022-02-05T00:53:38.917Z,"18km S of Borrego Springs, CA",earthquake,0.23,0.7,0.12,21,reviewed,ci,ci
